2012-12-14 20:18:24 : Próbkowanie S(q) w 2D dla par. startowych: d=x, Z=10000 phi=.15 salt=y
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.0791366118000328
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 0.00810236636127285
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.0949639341600394
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 0.00675197196772737
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.113956720992047
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 0.00562664330643948
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.136748065190457
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 0.0046888694220329
2012-12-14 20:26:46 : RunRY: I tried to fit alpha 32 times and still can't do it! Skipping fit.
2012-12-14 20:26:46 : Nie udalo sie obliczyc S(q) dla Salt = 0.000464158883361278!
2012-12-14 20:26:46 : Obliczam S(q) dla Salt = 0.00215443469003188
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.0046888694220329
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.00428033258607272
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.00562664330643948
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.00356694382172726
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.00675197196772738
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.00297245318477272
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.00810236636127285
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 0.00247704432064393
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.00972283963352742
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 0.00206420360053661
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.0116674075602329
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 0.00172016966711384
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.0140008890722795
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 0.00143347472259487
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.0168010668867354
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 0.00119456226882906
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.0201612802640825
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 0.000995468557357548
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.0241935363168989
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 0.00082955713113129
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.0046888694220329
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.00428033258607272
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.00562664330643948
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.00356694382172726
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.00675197196772738
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.00297245318477272
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.00810236636127285
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 0.00247704432064393
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.00972283963352742
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 0.00206420360053661
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.0116674075602329
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 0.00172016966711384
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.0140008890722795
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 0.00143347472259487
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.0168010668867354
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 0.00119456226882906
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.0201612802640825
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 0.000995468557357548
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.0241935363168989
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 0.00082955713113129
2012-12-14 20:30:57 : RunRY: I tried to fit alpha 32 times and still can't do it! Skipping fit.
2012-12-14 20:30:57 : Nie udalo sie obliczyc S(q) dla Salt = 0.00215443469003188!
2012-12-14 20:30:57 : Obliczam S(q) dla Salt = 0.01
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.00082955713113129
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.000757278589099798
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.000995468557357548
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.000631065490916498
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.00119456226882906
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.000525887909097082
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.00143347472259487
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 0.000438239924247568
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.00172016966711384
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 0.000365199936872973
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.00206420360053661
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 0.000304333280727478
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.00247704432064393
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 0.000253611067272898
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.00297245318477272
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 0.000211342556060749
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.00356694382172726
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 0.000176118796717291
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.00428033258607272
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 0.000146765663931075
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.00082955713113129
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.000757278589099798
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.000995468557357548
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.000631065490916498
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.00119456226882906
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.000525887909097082
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.00143347472259487
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 0.000438239924247568
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.00172016966711384
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 0.000365199936872973
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.00206420360053661
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 0.000304333280727478
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.00247704432064393
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 0.000253611067272898
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.00297245318477272
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 0.000211342556060749
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.00356694382172726
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 0.000176118796717291
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.00428033258607272
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 0.000146765663931075
2012-12-14 20:35:08 : RunRY: I tried to fit alpha 32 times and still can't do it! Skipping fit.
2012-12-14 20:35:08 : Nie udalo sie obliczyc S(q) dla Salt = 0.01!
2012-12-14 20:35:08 : Obliczam S(q) dla Salt = 0.0464158883361278
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.000146765663931075
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.000133978108003787
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.00017611879671729
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.000111648423336489
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.000211342556060748
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 9.30403527804076e-005
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.000253611067272898
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 7.75336273170063e-005
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.000304333280727477
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 6.46113560975052e-005
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.000365199936872972
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 5.3842796747921e-005
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.000438239924247567
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 4.48689972899342e-005
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.00052588790909708
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 3.73908310749452e-005
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.000631065490916496
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 3.11590258957876e-005
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.000757278589099796
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 2.59658549131564e-005
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.000146765663931075
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.000133978108003787
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.00017611879671729
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.000111648423336489
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.000211342556060748
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 9.30403527804076e-005
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.000253611067272898
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 7.75336273170063e-005
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.000304333280727477
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 6.46113560975052e-005
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.000365199936872972
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 5.3842796747921e-005
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.000438239924247567
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 4.48689972899342e-005
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.00052588790909708
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 3.73908310749452e-005
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.000631065490916496
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 3.11590258957876e-005
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.000757278589099796
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 2.59658549131564e-005
2012-12-14 20:39:18 : RunRY: I tried to fit alpha 32 times and still can't do it! Skipping fit.
2012-12-14 20:39:18 : Nie udalo sie obliczyc S(q) dla Salt = 0.0464158883361278!
2012-12-14 20:39:18 : Obliczam S(q) dla Salt = 0.215443469003188
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 2.59658549131564e-005
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 2.37034741014035e-005
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 3.11590258957877e-005
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 1.97528950845029e-005
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 3.73908310749452e-005
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 1.64607459037524e-005
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 4.48689972899343e-005
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 1.3717288253127e-005
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 5.38427967479211e-005
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 1.14310735442725e-005
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 6.46113560975053e-005
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 9.52589462022711e-006
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 7.75336273170064e-005
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 7.93824551685592e-006
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 9.30403527804077e-005
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 6.61520459737994e-006
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.000111648423336489
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 5.51267049781661e-006
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.000133978108003787
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 4.59389208151384e-006
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 2.59658549131564e-005
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 2.37034741014035e-005
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 3.11590258957877e-005
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 1.97528950845029e-005
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 3.73908310749452e-005
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 1.64607459037524e-005
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 4.48689972899343e-005
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 1.3717288253127e-005
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 5.38427967479211e-005
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 1.14310735442725e-005
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 6.46113560975053e-005
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 9.52589462022711e-006
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 7.75336273170064e-005
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 7.93824551685592e-006
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 9.30403527804077e-005
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 6.61520459737994e-006
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.000111648423336489
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 5.51267049781661e-006
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.000133978108003787
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 4.59389208151384e-006
2012-12-14 20:43:29 : RunRY: I tried to fit alpha 32 times and still can't do it! Skipping fit.
2012-12-14 20:43:29 : Nie udalo sie obliczyc S(q) dla Salt = 0.215443469003188!
2012-12-14 20:43:29 : Obliczam S(q) dla Salt = 0.999999999999999
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 4.59389208151384e-006
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 4.19363053298249e-006
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 5.51267049781661e-006
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 3.49469211081874e-006
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 6.61520459737993e-006
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 2.91224342568228e-006
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 7.93824551685592e-006
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 2.4268695214019e-006
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 9.5258946202271e-006
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 2.02239126783492e-006
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 1.14310735442725e-005
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 1.6853260565291e-006
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 1.3717288253127e-005
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 1.40443838044092e-006
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 1.64607459037524e-005
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 1.1703653170341e-006
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 1.97528950845029e-005
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 9.75304430861747e-007
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 2.37034741014035e-005
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 8.12753692384789e-007
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 4.59389208151384e-006
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 4.19363053298249e-006
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 5.51267049781661e-006
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 3.49469211081874e-006
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 6.61520459737993e-006
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 2.91224342568228e-006
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 7.93824551685592e-006
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 2.4268695214019e-006
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 9.5258946202271e-006
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 2.02239126783492e-006
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 1.14310735442725e-005
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 1.6853260565291e-006
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 1.3717288253127e-005
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 1.40443838044092e-006
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 1.64607459037524e-005
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 1.1703653170341e-006
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 1.97528950845029e-005
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 9.75304430861747e-007
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 2.37034741014035e-005
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 8.12753692384789e-007
2012-12-14 20:47:40 : RunRY: I tried to fit alpha 32 times and still can't do it! Skipping fit.
2012-12-14 20:47:40 : Nie udalo sie obliczyc S(q) dla Salt = 0.999999999999999!
2012-12-14 20:47:40 : Obliczam S(q) dla Salt = 4.64158883361278
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 8.12753692384789e-007
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 7.4193921835794e-007
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 9.75304430861747e-007
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 6.1828268196495e-007
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 1.1703653170341e-006
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 5.15235568304125e-007
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 1.40443838044092e-006
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 4.29362973586771e-007
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 1.6853260565291e-006
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 3.57802477988975e-007
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 2.02239126783492e-006
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 2.9816873165748e-007
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 2.4268695214019e-006
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 2.484739430479e-007
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 2.91224342568228e-006
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 2.07061619206583e-007
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 3.49469211081874e-006
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 1.72551349338819e-007
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 4.19363053298248e-006
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 1.43792791115683e-007
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 8.12753692384789e-007
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 7.4193921835794e-007
