2012-12-18 21:15:46 : Próbkowanie S(q) w 2D dla par. startowych: d=x, Z=10000 phi=y salt=1e-4
2012-12-18 21:20:24 : RunRY: Done, fitted alfa =  2.074E-02, start_alpha = 0.0168010668867354 $var = -1, S(qm) =  1.024E+00
2012-12-18 21:20:24 : Obliczam S(q) dla phi = 9.88361533115748e-005
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.02074
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.0189329430710952
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.024888
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.015777452559246
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.0298656
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.013147877132705
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.03583872
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 0.0109565642772542
2012-12-18 21:20:52 : RunRY: Done, fitted alfa =  4.403E-02, start_alpha = 0.0298656 $var = -1, S(qm) =  1.016E+00
2012-12-18 21:20:52 : Obliczam S(q) dla phi = 0.000310723250595386
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.04403
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.0401937070115874
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.052836
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.0334947558429895
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.0634032
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.0279122965358246
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.07608384
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 0.0232602471131872
2012-12-18 21:21:28 : RunRY: Done, fitted alfa =  1.826E-01, start_alpha = 0.0634032 $var = -1, S(qm) =  1.012E+00
2012-12-18 21:21:28 : Obliczam S(q) dla phi = 0.000976858520142912
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.1826
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.166690231667406
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.21912
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.138908526389505
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.262944
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.115757105324587
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.3155328
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 0.096464254437156
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.37863936
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 0.08038687869763
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.454367232
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 0.0669890655813584
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.5452406784
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 0.0558242213177986
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.65428881408
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 0.0465201844314989
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.785146576896
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 0.0387668203595824
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.9421758922752
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 0.0323056836329853
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.1826
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.166690231667406
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.21912
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.138908526389505
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.262944
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.115757105324587
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.3155328
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 0.096464254437156
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.37863936
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 0.08038687869763
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.454367232
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 0.0669890655813584
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.5452406784
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 0.0558242213177986
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.65428881408
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 0.0465201844314989
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.785146576896
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 0.0387668203595824
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.9421758922752
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 0.0323056836329853
2012-12-18 21:25:38 : RunRY: I tried to fit alpha 32 times and still can't do it! Skipping fit.
2012-12-18 21:25:38 : Nie udalo sie obliczyc S(q) dla phi = 0.000976858520142912!
2012-12-18 21:25:38 : Obliczam S(q) dla phi = 0.00307106908333164
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.0323056836329853
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.0294909194356858
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.0387668203595824
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.0245757661964049
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.0465201844314988
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.0204798051636707
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.0558242213177986
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 0.0170665043030589
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.0669890655813583
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 0.0142220869192158
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.08038687869763
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 0.0118517390993465
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.096464254437156
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 0.0098764492494554
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.115757105324587
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 0.00823037437454617
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.138908526389505
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 0.00685864531212181
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.166690231667405
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 0.0057155377601015
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.0323056836329853
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.0294909194356858
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.0387668203595824
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.0245757661964049
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.0465201844314988
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.0204798051636707
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.0558242213177986
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 0.0170665043030589
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.0669890655813583
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 0.0142220869192158
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.08038687869763
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 0.0118517390993465
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.096464254437156
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 0.0098764492494554
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.115757105324587
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 0.00823037437454617
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.138908526389505
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 0.00685864531212181
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.166690231667405
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 0.0057155377601015
2012-12-18 21:29:48 : RunRY: I tried to fit alpha 32 times and still can't do it! Skipping fit.
2012-12-18 21:29:48 : Nie udalo sie obliczyc S(q) dla phi = 0.00307106908333164!
2012-12-18 21:29:48 : Obliczam S(q) dla phi = 0.0096548938460563
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.0057155377601015
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.00521754826580024
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.0068586453121218
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.00434795688816686
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.00823037437454616
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.00362329740680572
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.00987644924945539
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 0.00301941450567143
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.0118517390993465
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 0.00251617875472619
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.0142220869192158
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 0.0020968156289385
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.0170665043030589
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 0.00174734635744875
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.0204798051636707
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 0.00145612196454062
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.0245757661964048
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 0.00121343497045052
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.0294909194356858
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 0.00101119580870877
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.0057155377601015
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.00521754826580024
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.0068586453121218
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.00434795688816686
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.00823037437454616
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.00362329740680572
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.00987644924945539
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 0.00301941450567143
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.0118517390993465
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 0.00251617875472619
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.0142220869192158
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 0.0020968156289385
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.0170665043030589
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 0.00174734635744875
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.0204798051636707
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 0.00145612196454062
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.0245757661964048
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 0.00121343497045052
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.0294909194356858
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 0.00101119580870877
2012-12-18 21:33:59 : RunRY: I tried to fit alpha 32 times and still can't do it! Skipping fit.
2012-12-18 21:33:59 : Nie udalo sie obliczyc S(q) dla phi = 0.0096548938460563!
2012-12-18 21:33:59 : Obliczam S(q) dla phi = 0.0303532654750604
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.00101119580870877
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.00092309125747412
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.00121343497045052
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.000769242714561767
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.00145612196454063
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.000641035595468139
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.00174734635744875
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 0.000534196329556783
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.00209681562893851
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 0.000445163607963986
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.00251617875472621
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 0.000370969673303321
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.00301941450567145
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 0.000309141394419434
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.00362329740680574
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 0.000257617828682862
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.00434795688816688
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 0.000214681523902385
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.00521754826580026
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 0.000178901269918654
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.00101119580870877
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.00092309125747412
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.00121343497045052
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.000769242714561767
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.00145612196454063
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.000641035595468139
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.00174734635744875
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 0.000534196329556783
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.00209681562893851
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 0.000445163607963986
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.00251617875472621
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 0.000370969673303321
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.00301941450567145
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 0.000309141394419434
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.00362329740680574
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 0.000257617828682862
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.00434795688816688
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 0.000214681523902385
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.00521754826580026
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 0.000178901269918654
2012-12-18 21:38:11 : RunRY: I tried to fit alpha 32 times and still can't do it! Skipping fit.
2012-12-18 21:38:11 : Nie udalo sie obliczyc S(q) dla phi = 0.0303532654750604!
2012-12-18 21:38:11 : Obliczam S(q) dla phi = 0.09542525683758
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.000178901269918654
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.000163313768501279
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.000214681523902385
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.000136094807084399
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.000257617828682862
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.000113412339236999
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.000309141394419434
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 9.45102826974993e-005
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.000370969673303321
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 7.87585689145827e-005
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.000445163607963985
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 6.56321407621523e-005
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.000534196329556782
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 5.46934506351269e-005
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.000641035595468138
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 4.55778755292724e-005
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.000769242714561766
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 3.79815629410603e-005
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.000923091257474119
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 3.16513024508836e-005
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 0.000178901269918654
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 0.000163313768501279
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 0.000214681523902385
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 0.000136094807084399
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 0.000257617828682862
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 0.000113412339236999
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 0.000309141394419434
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 9.45102826974993e-005
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 0.000370969673303321
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 7.87585689145827e-005
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 0.000445163607963985
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 6.56321407621523e-005
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 0.000534196329556782
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 5.46934506351269e-005
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.000641035595468138
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 4.55778755292724e-005
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.000769242714561766
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 3.79815629410603e-005
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.000923091257474119
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 3.16513024508836e-005
2012-12-18 21:42:20 : RunRY: I tried to fit alpha 32 times and still can't do it! Skipping fit.
2012-12-18 21:42:20 : Nie udalo sie obliczyc S(q) dla phi = 0.09542525683758!
2012-12-18 21:42:20 : Obliczam S(q) dla phi = 0.3
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 3.16513024508836e-005
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 2.88935538779458e-005
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 3.79815629410603e-005
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 2.40779615649549e-005
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 4.55778755292724e-005
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 2.00649679707957e-005
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 5.46934506351269e-005
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 1.67208066423298e-005
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 6.56321407621522e-005
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 1.39340055352748e-005
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 7.87585689145827e-005
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 1.16116712793957e-005
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 9.45102826974992e-005
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 9.67639273282973e-006
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.000113412339236999
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 8.06366061069144e-006
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.000136094807084399
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 6.7197171755762e-006
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.000163313768501279
RunRY - Iteracja 19 [CORE 3]: ??? = -1, alpha = 5.59976431298017e-006
RunRY - Iteracja 0 [CORE 0]: ??? = -1, alpha = 3.16513024508836e-005
RunRY - Iteracja 1 [CORE 1]: ??? = -1, alpha = 2.88935538779458e-005
RunRY - Iteracja 2 [CORE 2]: ??? = -1, alpha = 3.79815629410603e-005
RunRY - Iteracja 3 [CORE 3]: ??? = -1, alpha = 2.40779615649549e-005
RunRY - Iteracja 4 [CORE 0]: ??? = -1, alpha = 4.55778755292724e-005
RunRY - Iteracja 5 [CORE 1]: ??? = -1, alpha = 2.00649679707957e-005
RunRY - Iteracja 6 [CORE 2]: ??? = -1, alpha = 5.46934506351269e-005
RunRY - Iteracja 7 [CORE 3]: ??? = -1, alpha = 1.67208066423298e-005
RunRY - Iteracja 8 [CORE 0]: ??? = -1, alpha = 6.56321407621522e-005
RunRY - Iteracja 9 [CORE 1]: ??? = -1, alpha = 1.39340055352748e-005
RunRY - Iteracja 10 [CORE 2]: ??? = -1, alpha = 7.87585689145827e-005
RunRY - Iteracja 11 [CORE 3]: ??? = -1, alpha = 1.16116712793957e-005
RunRY - Iteracja 12 [CORE 0]: ??? = -1, alpha = 9.45102826974992e-005
RunRY - Iteracja 13 [CORE 1]: ??? = -1, alpha = 9.67639273282973e-006
RunRY - Iteracja 14 [CORE 2]: ??? = -1, alpha = 0.000113412339236999
RunRY - Iteracja 15 [CORE 3]: ??? = -1, alpha = 8.06366061069144e-006
RunRY - Iteracja 16 [CORE 0]: ??? = -1, alpha = 0.000136094807084399
RunRY - Iteracja 17 [CORE 1]: ??? = -1, alpha = 6.7197171755762e-006
RunRY - Iteracja 18 [CORE 2]: ??? = -1, alpha = 0.000163313768501279
